id,modified_comment,Cause Span,GPT-4,ChatGPT,Flan-Alpaca-XL,,best_matches,worst_matches,Emotion 2,ChatGPT,GPT-4,flan-alpaca
950480127,"[BLOCK QUOTE].
Works perfectly that way! Thanks!",Works perfectly that way! Thanks!,Thanks!,"the span ""Thanks!"".","""Works perfectly that way!""",363,,,Affection,Gratitude,Gratitude,Approval
950728707,"I have the exact same issue. For me, it happens for all kinds of widget tests, not just for text input. I'm also on MacOS and can confirm that running `flutter clean` then running the tests again would solve the issue.
Another thing to note is that I'm pretty sure I didn't have this issue before Flutter 2.5. Maybe something introduced in 2.5 caused this issue.",Another thing to note is that I'm pretty sure I didn't have this issue before,Maybe something introduced in 2.5 caused this issue.,"it happens for all kinds of widget tests, not just for text input.","""I have the exact same issue""",448,,,Horror,Frustration,Curiosity,Frustration
950815592,[USER] I am not sure that this make sense since we have module federation,not sure that this make sense since we have module federation,I am not sure that this make sense,not sure,"""[USER] I am not sure that this make sense since we have module federation.""",26,,,Disapproval,Confusion,Confusion,Confused
951499389,"Ahh yes ok, that makes sense.","Ahh yes ok, that makes sense.",Ahh yes ok that makes sense.,the whole utterance.,"""Ahh yes ok, that makes sense.""",46,,,Approval,Contentment,Realization,Curiosity.
951958223,I'm not convinced that the glossary should require public-api approval 🤔,not convinced that the glossary should require public-api approval 🤔,I'm not convinced that the glossary should require public-api approval 🤔,🤔,"""I'm not convinced that the glossary should require public-api approval""",158,,,Disapproval,Curiosity,Curiosity,Disapproval
952016891,"You are right its a duplicate, even tho the issue is not very well described",You are right its a duplicate,You are right,even tho the issue is not very well described.,"""You are right its a duplicate, even tho the issue is not very well described.""",380,,,Approval,Disapproval,Agreement,Frustration
952413616,[USER] says verbally that he's ok with it too.,he's ok with it too.,he's ok with it too.,,"""[USER] says verbally that he's ok with it too.""",30,,,Approval,0,Approval,Contentment
953541913,"I don't think there's a way to distinguish what buttons are pushed when the mouse is clicked, unfortunately. We should add an onStartDetails handler (or probably just change the argument to onStart, if we can find a good way to `dart fix` it, but that might not be easy) that gives you that information.
Currently you only get that information on the first move update after the click.",I don't think there's a way to distinguish what buttons are pushed when the mouse is clicked,"if we can find a good way to `dart fix` it, but that might not be easy","I don't think there's a way to distinguish what buttons are pushed when the mouse is clicked,.","""I don't think there's a way to distinguish what buttons are pushed when the mouse is clicked, unfortunately.""",114,,,Disappointment,Annoyance,Curiosity,Frustration
955954934,"[USER] and others this has been fixed in latest webpack for almost a week now, please check the last comments and do not copy the first workaround you find - it's both unnecessary and might break other Node tools.",it's both unnecessary and might break other Node tools.,please check the last comments and do not copy the first workaround you find,do not copy the first workaround you find.,"""[USER] and others this has been fixed in latest webpack for almost a week now, please check the last comments and do not copy the first workaround you find - it's both unnecessary and might break other Node tools..""",24,,,Horror,Agitation,Annoyance,Frustration
956013136,"[USER]
This is the correct place to report this issue. Can you provide `flutter doctor -v` and any evidence of plugin unable to release the memory.",This is the correct place to report this issue.,Can you provide `flutter doctor -v` and any evidence of plugin unable to release the memory.,Can you provide `flutter doctor -v` and any evidence of plugin unable to release the memory.,"""flutter doctor -v"" and any evidence of plugin unable to release the memory.",56,,,Approval,Annoyance,Curiosity,Curiosity.
956260525,I don't understand the use case. This would add unnecessary complexity with no real benefit.,would add unnecessary complexity,This would add unnecessary complexity with no real benefit.,This would add unnecessary complexity with no real benefit.,I don't understand the use case.,118,,,Disapproval,Disapproval,Disapproval,Frustration
956435881,"[BLOCK QUOTE].
No, that would not.
Obviously what's being asked is for the background of the label to keep a constant size regardless of where it's located over the border.",.that would not,Obviously what's being asked is for the background of the label to keep a constant size regardless of where it's located over the border.,"No, that would not.","""[BLOCK QUOTE]. No, that would not. Clearly what's being asked is for the background of the label to keep a constant size regardless of where it's located over the border..""",449,,,Disapproval,Frustration,Curiosity,Frustration
957179425,"Flutter has not provided us a way to change it, so the document is impossible for now.",the document is impossible for now.,so the document is impossible for now.,"Flutter has not provided us a way to change it, so the document is impossible for now.",Flutter has not provided us a way to change it.,70,,,Disappointment,Frustration,Disappointment,Frustration
957915873,Duplicate of [URL] Closing in favor of the above since it has a reproduction.,Closing in favor of the above,Duplicate of [URL] Closing in favor of the above since it has a reproduction.,Closing in favor of the above since it has a reproduction.,""" Duplicate of [URL] Closing in favor of the above since it has a reproduction..""",66,,,Disapproval,Contentment,Realization,Jealousy
